Area Code (FAO),Area,Year_Code,Year,Agriculture_CG,Total_Expenditure_CG
133,Mali,733,2017,,3209.3
133,Mali,734,2018,,3154.93
133,Mali,735,2019,,3294.76
133,Mali,736,2020,,3875.96
133,Mali,737,2021,,5075.89
133,Mali,738,2022,,4406
134,Malta,739,2017,,4633.56
134,Malta,740,2018,,5456.61
134,Malta,741,2019,,5647.86
134,Malta,742,2020,,6854.06
134,Malta,743,2021,,7708.44
134,Malta,744,2022,,
135,Martinique,745,2017,,
135,Martinique,746,2018,,
135,Martinique,747,2019,,
135,Martinique,748,2020,,
135,Martinique,749,2021,,
135,Martinique,750,2022,,
136,Mauritania,751,2017,,1375.91
136,Mauritania,752,2018,,1413.61
136,Mauritania,753,2019,30.97,1425.42
136,Mauritania,754,2020,44.34,1503.39
136,Mauritania,755,2021,77.61,1916.35
136,Mauritania,756,2022,98.78,2794.81
137,Mauritius,757,2017,57.23,3641.93
137,Mauritius,758,2018,61.64,3522.54
137,Mauritius,759,2019,67.75,3579.99
137,Mauritius,760,2020,76.91,3775.69
137,Mauritius,761,2021,63.11,3901.43
137,Mauritius,762,2022,46.63,3846.78
138,Mexico,763,2017,3400.75,218346.01
138,Mexico,764,2018,3764.2,231938.39
138,Mexico,765,2019,2860.17,235999.48
138,Mexico,766,2020,1962.1,223937.94
138,Mexico,767,2021,2267.64,256053.79
138,Mexico,768,2022,2892.92,312049.58
140,Monaco,769,2017,,
140,Monaco,770,2018,,
140,Monaco,771,2019,,
140,Monaco,772,2020,,
140,Monaco,773,2021,,
140,Monaco,774,2022,,
141,Mongolia,775,2017,,2909.26
141,Mongolia,776,2018,,2851.47
141,Mongolia,777,2019,,3302.24
141,Mongolia,778,2020,,4223.85
141,Mongolia,779,2021,,4684.65
141,Mongolia,780,2022,,3643.17
142,Montserrat,781,2017,,
142,Montserrat,782,2018,,
142,Montserrat,783,2019,,
142,Montserrat,784,2020,,
142,Montserrat,785,2021,,
142,Montserrat,786,2022,,
143,Morocco,787,2017,,29677.97
143,Morocco,788,2018,,35277.31
143,Morocco,789,2019,,35591.87
143,Morocco,790,2020,,41561.34
143,Morocco,791,2021,,36876.07
143,Morocco,792,2022,,35292
144,Mozambique,793,2017,,3194.11
144,Mozambique,794,2018,,3965.72
144,Mozambique,795,2019,,4282.35
144,Mozambique,796,2020,,4397.24
144,Mozambique,797,2021,42.47,4821.88
144,Mozambique,798,2022,,
145,Micronesia (Federated States of),799,2017,,81.27
145,Micronesia (Federated States of),800,2018,,86.44
145,Micronesia (Federated States of),801,2019,,93.4
145,Micronesia (Federated States of),802,2020,,87.36
145,Micronesia (Federated States of),803,2021,,
145,Micronesia (Federated States of),804,2022,,
146,Republic of Moldova,805,2017,84.84,1917.89
146,Republic of Moldova,806,2018,81.2,2303.78
146,Republic of Moldova,807,2019,81.91,2451.08
146,Republic of Moldova,808,2020,98.02,2486.68
146,Republic of Moldova,809,2021,110.64,3061.17
146,Republic of Moldova,810,2022,130.81,3628.98
147,Namibia,811,2017,63.25,5311.89
147,Namibia,812,2018,60.45,5155.57
147,Namibia,813,2019,69.86,4717.86
147,Namibia,814,2020,70.87,4585.79
147,Namibia,815,2021,66.85,4993.77
147,Namibia,816,2022,106.91,4512.22
148,Nauru,817,2017,,115.47
148,Nauru,818,2018,,115.77
148,Nauru,819,2019,,133.88
148,Nauru,820,2020,0.17,192.59
148,Nauru,821,2021,0.24,229.13
148,Nauru,822,2022,0.3,175.34
149,Nepal,823,2017,,6959.63
149,Nepal,824,2018,,9983.2
149,Nepal,825,2019,,9861.13
149,Nepal,826,2020,,9219.94
149,Nepal,827,2021,,10129.8
149,Nepal,828,2022,,9349.31
150,Netherlands (Kingdom of the),829,2017,,211422.09
150,Netherlands (Kingdom of the),830,2018,,233087.35
150,Netherlands (Kingdom of the),831,2019,,234645.22
150,Netherlands (Kingdom of the),832,2020,,283459.95
150,Netherlands (Kingdom of the),833,2021,,316475.29
150,Netherlands (Kingdom of the),834,2022,,296208.89
151,Netherlands Antilles (former),835,2017,,
151,Netherlands Antilles (former),836,2018,,
151,Netherlands Antilles (former),837,2019,,
151,Netherlands Antilles (former),838,2020,,
151,Netherlands Antilles (former),839,2021,,
151,Netherlands Antilles (former),840,2022,,
153,New Caledonia,841,2017,36.61,1736.07
153,New Caledonia,842,2018,31.7,
153,New Caledonia,843,2019,34.04,
153,New Caledonia,844,2020,36.55,
153,New Caledonia,845,2021,,
153,New Caledonia,846,2022,,
154,North Macedonia,847,2017,,3595.71
154,North Macedonia,848,2018,,3839.61
154,North Macedonia,849,2019,,3957.34
154,North Macedonia,850,2020,,4495.78
154,North Macedonia,851,2021,,4930.81
154,North Macedonia,852,2022,,4756.28
155,Vanuatu,853,2017,,316.16
155,Vanuatu,854,2018,,293.38
155,Vanuatu,855,2019,,343.16
155,Vanuatu,856,2020,,368.43
155,Vanuatu,857,2021,,
155,Vanuatu,858,2022,,
156,New Zealand,859,2017,,63725.64
156,New Zealand,860,2018,,65466.5
156,New Zealand,861,2019,,66796.67
156,New Zealand,862,2020,,79604.64
156,New Zealand,863,2021,,86826.28
156,New Zealand,864,2022,,91771.2
157,Nicaragua,865,2017,,2677.92
157,Nicaragua,866,2018,10.13,2560.15
157,Nicaragua,867,2019,10.33,2439.93
157,Nicaragua,868,2020,12.47,2560.24
157,Nicaragua,869,2021,10.13,3121.07
157,Nicaragua,870,2022,8.51,3211.25
158,Niger,871,2017,,2182.18
158,Niger,872,2018,,2956.41
158,Niger,873,2019,,3306.87
158,Niger,874,2020,,3382.93
158,Niger,875,2021,,4039.54
158,Niger,876,2022,,4441.45
159,Nigeria,877,2017,,21114.8
159,Nigeria,878,2018,,25528.17
159,Nigeria,879,2019,,31651.94
159,Nigeria,880,2020,,28515.67
159,Nigeria,881,2021,,29770.37
159,Nigeria,882,2022,,
160,Niue,883,2017,,27.43
160,Niue,884,2018,,29.45
160,Niue,885,2019,,
160,Niue,886,2020,,
160,Niue,887,2021,,
160,Niue,888,2022,,
161,Norfolk Island,889,2017,,
161,Norfolk Island,890,2018,,
161,Norfolk Island,891,2019,,
161,Norfolk Island,892,2020,,
161,Norfolk Island,893,2021,,
161,Norfolk Island,894,2022,,
162,Norway,895,2017,,159737.7
162,Norway,896,2018,,168359.91
162,Norway,897,2019,,163377.61
162,Norway,898,2020,,171023.63
162,Norway,899,2021,,188887.43
162,Norway,900,2022,,178504.6
163,Northern Mariana Islands,901,2017,,
163,Northern Mariana Islands,902,2018,,
163,Northern Mariana Islands,903,2019,,
163,Northern Mariana Islands,904,2020,,
163,Northern Mariana Islands,905,2021,,
163,Northern Mariana Islands,906,2022,,
164,Pacific Islands Trust Territory,907,2017,,
164,Pacific Islands Trust Territory,908,2018,,
164,Pacific Islands Trust Territory,909,2019,,
164,Pacific Islands Trust Territory,910,2020,,
164,Pacific Islands Trust Territory,911,2021,,
164,Pacific Islands Trust Territory,912,2022,,
165,Pakistan,913,2017,,52277.42
165,Pakistan,914,2018,,54370.11
165,Pakistan,915,2019,,55622.1
165,Pakistan,916,2020,,52455.13
165,Pakistan,917,2021,,71907.83
165,Pakistan,918,2022,,
166,Panama,919,2017,181.13,11838.36
166,Panama,920,2018,237,12066.8
166,Panama,921,2019,286.02,13335.91
166,Panama,922,2020,369,14206.76
166,Panama,923,2021,,14982.53
166,Panama,924,2022,,
167,Czechia,925,2017,,56160.18
167,Czechia,926,2018,,71491.02
167,Czechia,927,2019,,68022.18
167,Czechia,928,2020,,79208.01
167,Czechia,929,2021,,89340.54
167,Czechia,930,2022,,85829.83
168,Papua New Guinea,931,2017,36.5,4177.04
168,Papua New Guinea,932,2018,22.32,4920.41
168,Papua New Guinea,933,2019,35.51,5324.75
168,Papua New Guinea,934,2020,,5606.34
168,Papua New Guinea,935,2021,,9161.87
168,Papua New Guinea,936,2022,,10166.67
169,Paraguay,937,2017,150.08,6462.26
169,Paraguay,938,2018,66.02,6634.04
169,Paraguay,939,2019,81.14,6860.74
169,Paraguay,940,2020,86.22,7745.27
169,Paraguay,941,2021,120.97,8046.26
169,Paraguay,942,2022,99.66,7813.54
170,Peru,943,2017,265.35,23984.83
170,Peru,944,2018,262.92,25490.72
170,Peru,945,2019,326.03,26716.21
170,Peru,946,2020,382.22,29604.95
170,Peru,947,2021,283.85,28830.6
170,Peru,948,2022,,
171,Philippines,949,2017,,65775.4
171,Philippines,950,2018,,68560.67
171,Philippines,951,2019,,70693.95
171,Philippines,952,2020,,82621.15
171,Philippines,953,2021,,91483.85
171,Philippines,954,2022,,92213.73
172,Pitcairn,955,2017,,
172,Pitcairn,956,2018,,
172,Pitcairn,957,2019,,
172,Pitcairn,958,2020,,
172,Pitcairn,959,2021,,
172,Pitcairn,960,2022,,
173,Poland,961,2017,2115.97,132002.12
173,Poland,962,2018,2883.67,132566.88
173,Poland,963,2019,2637.11,137258.02
173,Poland,964,2020,3226.47,180444.77
173,Poland,965,2021,2748.21,177332.41
173,Poland,966,2022,,
174,Portugal,967,2017,,75644.58
174,Portugal,968,2018,,76778.32
174,Portugal,969,2019,,74477.15
174,Portugal,970,2020,,83390.99
174,Portugal,971,2021,,87847.56
174,Portugal,972,2022,,
175,Guinea-Bissau,973,2017,5.02,199.55
175,Guinea-Bissau,974,2018,19.91,299.59
175,Guinea-Bissau,975,2019,11.51,258.34
175,Guinea-Bissau,976,2020,9.85,347.84
175,Guinea-Bissau,977,2021,9.45,418.38
175,Guinea-Bissau,978,2022,3.98,394.91
176,Timor-Leste,979,2017,,
176,Timor-Leste,980,2018,,
176,Timor-Leste,981,2019,,
176,Timor-Leste,982,2020,,
176,Timor-Leste,983,2021,,
176,Timor-Leste,984,2022,,
177,Puerto Rico,985,2017,,23724.89
177,Puerto Rico,986,2018,,21550.03
177,Puerto Rico,987,2019,,22128.37
177,Puerto Rico,988,2020,,28591.88
177,Puerto Rico,989,2021,,40168.56
177,Puerto Rico,990,2022,,
178,Eritrea,991,2017,,
178,Eritrea,992,2018,,
178,Eritrea,993,2019,,
178,Eritrea,994,2020,,
178,Eritrea,995,2021,,
178,Eritrea,996,2022,,
179,Qatar,997,2017,,
179,Qatar,998,2018,,
179,Qatar,999,2019,,
179,Qatar,1000,2020,,
179,Qatar,1001,2021,,
179,Qatar,1002,2022,,
180,Palau,1003,2017,,120.75
180,Palau,1004,2018,,117.28
180,Palau,1005,2019,,119.62
180,Palau,1006,2020,,
180,Palau,1007,2021,,
180,Palau,1008,2022,,
181,Zimbabwe,1009,2017,,
181,Zimbabwe,1010,2018,,
181,Zimbabwe,1011,2019,,
181,Zimbabwe,1012,2020,,
181,Zimbabwe,1013,2021,,
181,Zimbabwe,1014,2022,,
182,R??union,1015,2017,,
182,R??union,1016,2018,,
182,R??union,1017,2019,,
182,R??union,1018,2020,,
182,R??union,1019,2021,,
182,R??union,1020,2022,,
183,Romania,1021,2017,,50199.41
183,Romania,1022,2018,,57194.15
183,Romania,1023,2019,,61472.37
183,Romania,1024,2020,,73715.39
183,Romania,1025,2021,,80635.89
183,Romania,1026,2022,,
184,Rwanda,1027,2017,,2111.75
184,Rwanda,1028,2018,,2305.79
184,Rwanda,1029,2019,,1947.39
184,Rwanda,1030,2020,,2804.11
184,Rwanda,1031,2021,,3421.96
184,Rwanda,1032,2022,,3537.92
185,Russian Federation,1033,2017,4302.34,295711.44
185,Russian Federation,1034,2018,4312.68,286518.04
185,Russian Federation,1035,2019,4320.64,306758.63
185,Russian Federation,1036,2020,3452.61,334630.51
185,Russian Federation,1037,2021,4762.02,345866.23
185,Russian Federation,1038,2022,,481240.4
186,Serbia and Montenegro,1039,2017,,
186,Serbia and Montenegro,1040,2018,,
186,Serbia and Montenegro,1041,2019,,
186,Serbia and Montenegro,1042,2020,,
186,Serbia and Montenegro,1043,2021,,
186,Serbia and Montenegro,1044,2022,,
187,"Saint Helena, Ascension and Tristan da Cunha",1045,2017,,
187,"Saint Helena, Ascension and Tristan da Cunha",1046,2018,,
187,"Saint Helena, Ascension and Tristan da Cunha",1047,2019,,
187,"Saint Helena, Ascension and Tristan da Cunha",1048,2020,,
187,"Saint Helena, Ascension and Tristan da Cunha",1049,2021,,
187,"Saint Helena, Ascension and Tristan da Cunha",1050,2022,,
188,Saint Kitts and Nevis,1051,2017,,
188,Saint Kitts and Nevis,1052,2018,3.21,
188,Saint Kitts and Nevis,1053,2019,3.16,
188,Saint Kitts and Nevis,1054,2020,7.14,285.52
188,Saint Kitts and Nevis,1055,2021,3.94,321.45
188,Saint Kitts and Nevis,1056,2022,5.4,352.67
189,Saint Lucia,1057,2017,12.08,516.86
189,Saint Lucia,1058,2018,8.92,550.96
189,Saint Lucia,1059,2019,10.81,589.48
189,Saint Lucia,1060,2020,14.15,628.63
189,Saint Lucia,1061,2021,10.08,606.89
189,Saint Lucia,1062,2022,10.64,682.52
190,Saint Pierre and Miquelon,1063,2017,,
190,Saint Pierre and Miquelon,1064,2018,,
190,Saint Pierre and Miquelon,1065,2019,,
190,Saint Pierre and Miquelon,1066,2020,,
190,Saint Pierre and Miquelon,1067,2021,,
190,Saint Pierre and Miquelon,1068,2022,,
191,Saint Vincent and the Grenadines,1069,2017,3.99,257.4
191,Saint Vincent and the Grenadines,1070,2018,4.2,268.77
191,Saint Vincent and the Grenadines,1071,2019,4.12,290.89
191,Saint Vincent and the Grenadines,1072,2020,5.75,300.82
191,Saint Vincent and the Grenadines,1073,2021,,
191,Saint Vincent and the Grenadines,1074,2022,,
192,San Marino,1075,2017,,
192,San Marino,1076,2018,,
192,San Marino,1077,2019,,451.01
192,San Marino,1078,2020,,479.95
192,San Marino,1079,2021,,569.56
192,San Marino,1080,2022,,
193,Sao Tome and Principe,1081,2017,5.74,125.86
193,Sao Tome and Principe,1082,2018,,113.02
193,Sao Tome and Principe,1083,2019,,106.12
193,Sao Tome and Principe,1084,2020,,147.31
193,Sao Tome and Principe,1085,2021,,184.15
193,Sao Tome and Principe,1086,2022,4.96,180.25
194,Saudi Arabia,1087,2017,,247999.2
194,Saudi Arabia,1088,2018,,287857.87
194,Saudi Arabia,1089,2019,,282518.67
194,Saudi Arabia,1090,2020,,286862.4
194,Saudi Arabia,1091,2021,,
194,Saudi Arabia,1092,2022,,
195,Senegal,1093,2017,106.12,4830.19
195,Senegal,1094,2018,153.82,5431.91
195,Senegal,1095,2019,175.03,4702.27
195,Senegal,1096,2020,172.67,4979.92
195,Senegal,1097,2021,197.9,5360.92
195,Senegal,1098,2022,184.73,4477.82
196,Seychelles,1099,2017,2.65,546.44
196,Seychelles,1100,2018,3.04,602.82
196,Seychelles,1101,2019,1.98,586.49
196,Seychelles,1102,2020,3.72,647.9
196,Seychelles,1103,2021,6.87,601.47
196,Seychelles,1104,2022,8.44,710.41
197,Sierra Leone,1105,2017,,867.5
197,Sierra Leone,1106,2018,,861.24
197,Sierra Leone,1107,2019,,860.02
197,Sierra Leone,1108,2020,,1046.91
197,Sierra Leone,1109,2021,,1050.82
197,Sierra Leone,1110,2022,,978.77
198,Slovenia,1111,2017,,12841.48
198,Slovenia,1112,2018,,13873.53
198,Slovenia,1113,2019,,13869.87
198,Slovenia,1114,2020,,17577
198,Slovenia,1115,2021,,19301.64
198,Slovenia,1116,2022,,
199,Slovakia,1117,2017,,24233.92
199,Slovakia,1118,2018,,27151.33
199,Slovakia,1119,2019,,27631.99
199,Slovakia,1120,2020,,32783.31
199,Slovakia,1121,2021,,36985.47
199,Slovakia,1122,2022,,
200,Singapore,1123,2017,,54816.59
200,Singapore,1124,2018,,61366.27
200,Singapore,1125,2019,,59423.36
200,Singapore,1126,2020,,95872.21
200,Singapore,1127,2021,,77193.93
200,Singapore,1128,2022,,
201,Somalia,1129,2017,,245.57
201,Somalia,1130,2018,,268.52
201,Somalia,1131,2019,,315.51
201,Somalia,1132,2020,,485.3
201,Somalia,1133,2021,,473.85
201,Somalia,1134,2022,,731.43
202,South Africa,1135,2017,776.3,67787
202,South Africa,1136,2018,754.56,74022.47
202,South Africa,1137,2019,739.32,71568.97
202,South Africa,1138,2020,688.25,71364.57
202,South Africa,1139,2021,765.16,86830.7
202,South Africa,1140,2022,,
203,Spain,1141,2017,,243680.14
203,Spain,1142,2018,,267763.72
203,Spain,1143,2019,,259146.03
203,Spain,1144,2020,,316219.28
203,Spain,1145,2021,,359351.99
203,Spain,1146,2022,,
205,Western Sahara,1147,2017,,
205,Western Sahara,1148,2018,,
205,Western Sahara,1149,2019,,
205,Western Sahara,1150,2020,,
205,Western Sahara,1151,2021,,
205,Western Sahara,1152,2022,,
206,Sudan (former),1153,2017,,
206,Sudan (former),1154,2018,,
206,Sudan (former),1155,2019,,
206,Sudan (former),1156,2020,,
206,Sudan (former),1157,2021,,
206,Sudan (former),1158,2022,,
207,Suriname,1159,2017,1.44,1379.6
207,Suriname,1160,2018,1.54,1336.15
207,Suriname,1161,2019,2.64,1698.31
207,Suriname,1162,2020,1.43,1227.45
207,Suriname,1163,2021,2.36,1214.01
207,Suriname,1164,2022,,986.31
208,Tajikistan,1165,2017,,
208,Tajikistan,1166,2018,,
208,Tajikistan,1167,2019,,
208,Tajikistan,1168,2020,,
208,Tajikistan,1169,2021,,1704.04
208,Tajikistan,1170,2022,,
209,Eswatini,1171,2017,25.5,1518.11
209,Eswatini,1172,2018,31.9,1495.18
209,Eswatini,1173,2019,,1490.98
209,Eswatini,1174,2020,,1411.31
209,Eswatini,1175,2021,,1439.38
209,Eswatini,1176,2022,,1419.67
210,Sweden,1177,2017,571.77,158764.9
210,Sweden,1178,2018,687.72,163909.23
210,Sweden,1179,2019,670.2,155378.28
210,Sweden,1180,2020,563.39,179207.99
210,Sweden,1181,2021,708.79,198580.51
210,Sweden,1182,2022,779.49,177417.28
211,Switzerland,1183,2017,3798.45,74024.7
211,Switzerland,1184,2018,3830,74700.08
211,Switzerland,1185,2019,3786.17,74791.51
211,Switzerland,1186,2020,4013.98,97674.55
211,Switzerland,1187,2021,4124.59,101400.93
211,Switzerland,1188,2022,,
212,Syrian Arab Republic,1189,2017,,5399.8
212,Syrian Arab Republic,1190,2018,,7343.32
212,Syrian Arab Republic,1191,2019,,8673.19
212,Syrian Arab Republic,1192,2020,,4020.66
212,Syrian Arab Republic,1193,2021,,3885.71
212,Syrian Arab Republic,1194,2022,,
213,Turkmenistan,1195,2017,132.33,6795.83
213,Turkmenistan,1196,2018,107.19,5598.87
213,Turkmenistan,1197,2019,116.15,6303.42
213,Turkmenistan,1198,2020,139.81,6289.85
213,Turkmenistan,1199,2021,132.23,6812.78
213,Turkmenistan,1200,2022,,
214,"China, Taiwan Province of",1201,2017,,
214,"China, Taiwan Province of",1202,2018,,
214,"China, Taiwan Province of",1203,2019,,
214,"China, Taiwan Province of",1204,2020,,
214,"China, Taiwan Province of",1205,2021,,
214,"China, Taiwan Province of",1206,2022,,
215,United Republic of Tanzania,1207,2017,190.17,10603.89
215,United Republic of Tanzania,1208,2018,125.99,12345.46
215,United Republic of Tanzania,1209,2019,159.19,14192.73
215,United Republic of Tanzania,1210,2020,66.68,12140.38
215,United Republic of Tanzania,1211,2021,157.09,13302.26
215,United Republic of Tanzania,1212,2022,339.15,15854.73
216,Thailand,1213,2017,,89441.67
216,Thailand,1214,2018,,99360.05
216,Thailand,1215,2019,,103021.95
216,Thailand,1216,2020,,117259.64
216,Thailand,1217,2021,,126622.04
216,Thailand,1218,2022,,110661.15
217,Togo,1219,2017,85.19,1203.99
217,Togo,1220,2018,71.7,1594.31
217,Togo,1221,2019,,
217,Togo,1222,2020,,
217,Togo,1223,2021,,
217,Togo,1224,2022,,
218,Tokelau,1225,2017,,
218,Tokelau,1226,2018,,
218,Tokelau,1227,2019,,
218,Tokelau,1228,2020,,
218,Tokelau,1229,2021,,
218,Tokelau,1230,2022,,
219,Tonga,1231,2017,5.32,184.05
219,Tonga,1232,2018,6.07,190.39
219,Tonga,1233,2019,4.8,195.84
219,Tonga,1234,2020,3.85,189.17
219,Tonga,1235,2021,,
219,Tonga,1236,2022,,
220,Trinidad and Tobago,1237,2017,,8408.55
220,Trinidad and Tobago,1238,2018,,7864.21
220,Trinidad and Tobago,1239,2019,,7274.03
220,Trinidad and Tobago,1240,2020,,7284.46
220,Trinidad and Tobago,1241,2021,,8000.87
220,Trinidad and Tobago,1242,2022,,8006.08
221,Oman,1243,2017,,31921.2
221,Oman,1244,2018,,35368.53
221,Oman,1245,2019,,34358.91
221,Oman,1246,2020,,33615.08
221,Oman,1247,2021,,32295.97
221,Oman,1248,2022,,31547.46
222,Tunisia,1249,2017,,14138.38
222,Tunisia,1250,2018,,14180.88
222,Tunisia,1251,2019,,14346.54
222,Tunisia,1252,2020,,17098.57
222,Tunisia,1253,2021,,19693.27
222,Tunisia,1254,2022,,19596.6
223,T??rkiye,1255,2017,,216607.9
223,T??rkiye,1256,2018,,199441.11
223,T??rkiye,1257,2019,,200479.75
223,T??rkiye,1258,2020,,199004.64
223,T??rkiye,1259,2021,,204028.72
223,T??rkiye,1260,2022,,220603
224,Turks and Caicos Islands,1261,2017,,
224,Turks and Caicos Islands,1262,2018,,
224,Turks and Caicos Islands,1263,2019,,
224,Turks and Caicos Islands,1264,2020,,
224,Turks and Caicos Islands,1265,2021,,
224,Turks and Caicos Islands,1266,2022,,
225,United Arab Emirates,1267,2017,,16803.47
225,United Arab Emirates,1268,2018,,16923.89
225,United Arab Emirates,1269,2019,,17795.21
225,United Arab Emirates,1270,2020,,17540.91
225,United Arab Emirates,1271,2021,7.09,13398.26
225,United Arab Emirates,1272,2022,1.88,13963.83
226,Uganda,1273,2017,,4627.91
226,Uganda,1274,2018,,4963.77
226,Uganda,1275,2019,,5039.02
226,Uganda,1276,2020,,7306.41
226,Uganda,1277,2021,,9414.73
226,Uganda,1278,2022,,
227,Tuvalu,1279,2017,0.41,51.36
227,Tuvalu,1280,2018,,60.52
227,Tuvalu,1281,2019,,61.11
227,Tuvalu,1282,2020,,62.69
227,Tuvalu,1283,2021,,70.09
227,Tuvalu,1284,2022,,65.55
228,USSR,1285,2017,,
228,USSR,1286,2018,,
228,USSR,1287,2019,,
228,USSR,1288,2020,,
228,USSR,1289,2021,,
228,USSR,1290,2022,,
229,United Kingdom of Great Britain and Northern Ireland,1291,2017,,1004090.59
229,United Kingdom of Great Britain and Northern Ireland,1292,2018,,1075367.86
229,United Kingdom of Great Britain and Northern Ireland,1293,2019,,1061882.94
229,United Kingdom of Great Britain and Northern Ireland,1294,2020,,1326750.72
229,United Kingdom of Great Britain and Northern Ireland,1295,2021,,1420761.66
229,United Kingdom of Great Britain and Northern Ireland,1296,2022,,
230,Ukraine,1297,2017,,31413.97
230,Ukraine,1298,2018,479.92,36064.13
230,Ukraine,1299,2019,503.76,41372.27
230,Ukraine,1300,2020,500.68,47630.98
230,Ukraine,1301,2021,557.97,54244.18
230,Ukraine,1302,2022,287.05,83291.91
231,United States of America,1303,2017,,2570000
231,United States of America,1304,2018,,2733400
231,United States of America,1305,2019,,2899200
231,United States of America,1306,2020,,4234700
231,United States of America,1307,2021,,4860700
231,United States of America,1308,2022,,3919000
233,Burkina Faso,1309,2017,149.45,3397.2
233,Burkina Faso,1310,2018,150.39,3506.1
233,Burkina Faso,1311,2019,118.93,3648.39
233,Burkina Faso,1312,2020,113.74,4174.73
233,Burkina Faso,1313,2021,184.51,4616.16
233,Burkina Faso,1314,2022,76.87,5746.18
234,Uruguay,1315,2017,,16760.74
234,Uruguay,1316,2018,,17273.13
234,Uruguay,1317,2019,,16654.95
234,Uruguay,1318,2020,,12113.56
234,Uruguay,1319,2021,,
234,Uruguay,1320,2022,,
235,Uzbekistan,1321,2017,,6726.94
235,Uzbekistan,1322,2018,,7320.15
235,Uzbekistan,1323,2019,,8869.3
235,Uzbekistan,1324,2020,,12022.17
235,Uzbekistan,1325,2021,,15898.47
235,Uzbekistan,1326,2022,,16400.77
236,Venezuela (Bolivarian Republic of),1327,2017,,
236,Venezuela (Bolivarian Republic of),1328,2018,,
236,Venezuela (Bolivarian Republic of),1329,2019,,
236,Venezuela (Bolivarian Republic of),1330,2020,,
236,Venezuela (Bolivarian Republic of),1331,2021,,
236,Venezuela (Bolivarian Republic of),1332,2022,,
237,Viet Nam,1333,2017,37.95,
237,Viet Nam,1334,2018,112.11,
237,Viet Nam,1335,2019,51.11,
237,Viet Nam,1336,2020,709.83,
237,Viet Nam,1337,2021,491.28,
237,Viet Nam,1338,2022,,
238,Ethiopia,1339,2017,,11439.82
238,Ethiopia,1340,2018,,10736.59
238,Ethiopia,1341,2019,,11481.73
238,Ethiopia,1342,2020,,10390.22
238,Ethiopia,1343,2021,,
238,Ethiopia,1344,2022,,
239,British Virgin Islands,1345,2017,,
239,British Virgin Islands,1346,2018,,
239,British Virgin Islands,1347,2019,,
239,British Virgin Islands,1348,2020,,
239,British Virgin Islands,1349,2021,,
239,British Virgin Islands,1350,2022,,
240,United States Virgin Islands,1351,2017,,
240,United States Virgin Islands,1352,2018,,
240,United States Virgin Islands,1353,2019,,
240,United States Virgin Islands,1354,2020,,
240,United States Virgin Islands,1355,2021,,
240,United States Virgin Islands,1356,2022,,
242,Wake Island,1357,2017,,
242,Wake Island,1358,2018,,
242,Wake Island,1359,2019,,
242,Wake Island,1360,2020,,
242,Wake Island,1361,2021,,
242,Wake Island,1362,2022,,
243,Wallis and Futuna Islands,1363,2017,,
243,Wallis and Futuna Islands,1364,2018,,
243,Wallis and Futuna Islands,1365,2019,,
243,Wallis and Futuna Islands,1366,2020,,
243,Wallis and Futuna Islands,1367,2021,,
243,Wallis and Futuna Islands,1368,2022,,
244,Samoa,1369,2017,16.18,250.53
244,Samoa,1370,2018,7.65,248.87
244,Samoa,1371,2019,8.22,244.22
244,Samoa,1372,2020,16.92,247.85
244,Samoa,1373,2021,12.3,294.77
244,Samoa,1374,2022,5.88,268.98
248,Yugoslav SFR,1375,2017,,
248,Yugoslav SFR,1376,2018,,
248,Yugoslav SFR,1377,2019,,
248,Yugoslav SFR,1378,2020,,
248,Yugoslav SFR,1379,2021,,
248,Yugoslav SFR,1380,2022,,
249,Yemen,1381,2017,,
249,Yemen,1382,2018,,
249,Yemen,1383,2019,,
249,Yemen,1384,2020,,
249,Yemen,1385,2021,,
249,Yemen,1386,2022,,
250,Democratic Republic of the Congo,1387,2017,,3576.42
250,Democratic Republic of the Congo,1388,2018,,5550.51
250,Democratic Republic of the Congo,1389,2019,,6268.98
250,Democratic Republic of the Congo,1390,2020,,4913.78
250,Democratic Republic of the Congo,1391,2021,,5958.58
250,Democratic Republic of the Congo,1392,2022,,8979.13
251,Zambia,1393,2017,448.97,5724.98
251,Zambia,1394,2018,274.14,5692.78
251,Zambia,1395,2019,290.42,6796.22
251,Zambia,1396,2020,165.07,5778.84
251,Zambia,1397,2021,,
251,Zambia,1398,2022,,
255,Belgium,1399,2017,,134361.3
255,Belgium,1400,2018,,144346.36
255,Belgium,1401,2019,,141976.67
255,Belgium,1402,2020,,162351.23
255,Belgium,1403,2021,,172979.83
255,Belgium,1404,2022,,
256,Luxembourg,1405,2017,,19432.44
256,Luxembourg,1406,2018,,21575.97
256,Luxembourg,1407,2019,,21708.5
256,Luxembourg,1408,2020,,25259.9
256,Luxembourg,1409,2021,,26385.96
256,Luxembourg,1410,2022,,25579.3
258,Anguilla,1411,2017,,
258,Anguilla,1412,2018,,
258,Anguilla,1413,2019,,
258,Anguilla,1414,2020,,
258,Anguilla,1415,2021,,
258,Anguilla,1416,2022,,
259,Channel Islands,1417,2017,,
259,Channel Islands,1418,2018,,
259,Channel Islands,1419,2019,,
259,Channel Islands,1420,2020,,
259,Channel Islands,1421,2021,,
259,Channel Islands,1422,2022,,
260,Svalbard and Jan Mayen Islands,1423,2017,,
260,Svalbard and Jan Mayen Islands,1424,2018,,
